case_id,district,household_size,age_band,language_preference,tenure,opened_date,status,closure_month,monthly_award,payment_adjustments,contact_attempts,months_since_review
C-31123,Weybridge,4,45-59,English,Social tenancy,2021-06-16,Active,,1349.85,0,1,7
C-31124,Calder Central,4,18-29,English,Social tenancy,2024-10-24,Active,,1349.29,0,2,3
C-31125,Northgate,5,45-59,English,Private tenancy,2023-10-04,Active,,1454.34,0,1,17
C-31126,Calder Central,2,30-44,English,Social tenancy,2023-07-21,Active,,840.68,1,2,4
C-31127,Northgate,1,18-29,English,Social tenancy,2024-03-29,Active,,619.16,1,2,10
C-31128,Calder Central,2,60-74,English,Social tenancy,2023-08-18,Active,,781.0,0,0,10
C-31129,Calder Central,2,45-59,English,Private tenancy,2021-02-26,Active,,752.86,1,3,14
C-31130,Weybridge,5,45-59,English,No fixed abode,2021-02-09,Active,,1426.51,0,1,17
C-31131,Ash Hill,3,30-44,English,Resident with family,2022-03-04,Suspended,,952.41,3,5,6
C-31132,Northgate,3,45-59,English,Private tenancy,2023-09-24,Active,,824.47,1,2,4
C-31133,Calder Central,3,75+,English,No fixed abode,2024-07-25,Active,,1079.35,0,3,2
C-31134,Northgate,3,30-44,Spanish,Social tenancy,2022-04-09,Active,,604.74,3,3,17
C-31135,Ash Hill,2,45-59,English,Social tenancy,2022-09-13,Active,,957.34,0,1,14
C-31136,Northgate,2,30-44,English,Social tenancy,2021-10-08,Active,,919.6,0,1,10
C-31137,Calder Central,3,30-44,English,Resident with family,2024-08-04,Active,,605.75,2,3,9
C-31138,Calder Central,3,30-44,English,Private tenancy,2024-06-16,Active,,760.8,0,3,8
C-31139,Weybridge,1,60-74,English,Resident with family,2024-12-09,Active,,662.85,1,2,22
C-31140,Calder Central,1,18-29,Spanish,Private tenancy,2023-04-01,Active,,508.32,1,2,2
C-31141,Calder Central,4,30-44,Other,No fixed abode,2022-06-25,Active,,1193.11,2,5,15
C-31142,Weybridge,1,45-59,English,Owner-occupier,2022-10-12,Active,,405.34,1,1,4
C-31143,Northgate,1,30-44,Spanish,Owner-occupier,2021-09-05,Active,,518.34,2,4,22
C-31144,Northgate,4,30-44,English,No fixed abode,2021-01-01,Active,,847.08,0,5,22
C-31145,Weybridge,1,30-44,English,Private tenancy,2024-12-24,Closed,2025-08,688.66,1,3,14
C-31146,Weybridge,1,75+,English,Resident with family,2025-04-17,Active,,455.2,2,1,2
C-31147,Calder Central,2,75+,English,Private tenancy,2021-09-11,Active,,590.94,0,2,9
C-31148,Calder Central,3,45-59,English,Resident with family,2021-07-06,Active,,1178.64,1,2,2
C-31149,Calder Central,1,45-59,Other,No fixed abode,2022-11-08,Active,,380.7,2,6,14
C-31150,Northgate,1,60-74,English,Resident with family,2021-11-04,Active,,524.71,0,4,16
C-31151,Calder Central,5,30-44,English,Social tenancy,2021-05-02,Active,,1228.37,0,1,5
C-31152,Weybridge,1,30-44,English,Resident with family,2022-10-15,Active,,720.22,2,1,0
C-31153,Weybridge,3,30-44,English,Resident with family,2021-02-16,Active,,1129.54,0,0,10
C-31154,Weybridge,3,75+,English,Owner-occupier,2021-10-28,Active,,1194.32,1,1,17
C-31155,Northgate,1,30-44,English,Social tenancy,2024-03-23,Active,,539.56,0,2,21
C-31156,Northgate,2,45-59,English,Owner-occupier,2025-03-19,Active,,816.18,1,3,8
C-31157,Weybridge,1,18-29,English,No fixed abode,2021-12-03,Active,,429.0,0,2,1
C-31158,Calder Central,3,30-44,English,Social tenancy,2024-08-20,Active,,1038.04,1,1,6
C-31159,Weybridge,3,45-59,English,Private tenancy,2025-01-23,Suspended,,650.14,0,3,14
C-31160,Weybridge,1,45-59,English,No fixed abode,2025-04-11,Active,,555.98,1,0,16
C-31161,Weybridge,5,45-59,English,Resident with family,2022-07-15,Active,,1473.57,1,1,19
C-31162,Weybridge,1,60-74,English,Private tenancy,2022-11-25,Active,,658.04,2,1,12
C-31163,Ash Hill,1,45-59,English,Private tenancy,2025-08-08,Active,,477.34,2,2,11
C-31164,Weybridge,3,45-59,English,No fixed abode,2025-05-17,Active,,1182.67,1,1,19
C-31165,Weybridge,1,60-74,English,Social tenancy,2025-08-11,Active,,540.1,1,2,21
C-31166,Calder Central,2,30-44,English,Social tenancy,2022-10-09,Active,,635.4,2,2,5
C-31167,Weybridge,3,60-74,Spanish,Owner-occupier,2022-12-10,Suspended,,1116.77,2,4,17
C-31168,Calder Central,3,75+,Other,Owner-occupier,2025-06-10,Active,,825.52,1,4,14
C-31169,Ash Hill,1,75+,English,Resident with family,2022-04-17,Active,,686.1,0,1,1
C-31170,Northgate,3,30-44,English,Owner-occupier,2022-09-19,Active,,789.26,0,1,13
C-31171,Ash Hill,1,75+,English,No fixed abode,2022-10-10,Active,,760.2,0,1,11
C-31172,Ash Hill,1,18-29,Spanish,Social tenancy,2021-06-04,Active,,479.25,1,5,19
C-31173,Ash Hill,4,30-44,English,Resident with family,2022-10-18,Active,,1082.98,1,0,13
C-31174,Northgate,2,45-59,English,Social tenancy,2024-04-10,Active,,636.94,0,1,21
C-31175,Northgate,1,60-74,English,No fixed abode,2021-04-29,Active,,544.14,0,1,12
C-31176,Northgate,1,45-59,Spanish,Owner-occupier,2023-03-04,Active,,731.63,1,6,8
C-31177,Ash Hill,2,18-29,English,Owner-occupier,2021-08-20,Active,,547.87,2,2,11
C-31178,Weybridge,3,75+,Other,Social tenancy,2024-05-12,Active,,1116.1,2,2,20
C-31179,Ash Hill,6,60-74,English,Private tenancy,2021-04-12,Active,,1077.3,0,2,22
C-31180,Calder Central,1,30-44,English,Private tenancy,2023-06-10,Active,,592.53,1,3,15
C-31181,Northgate,1,30-44,English,Private tenancy,2024-02-16,Active,,546.53,0,3,4
C-31182,Ash Hill,3,45-59,Spanish,No fixed abode,2025-03-12,Active,,792.55,2,7,0
C-31183,Calder Central,2,60-74,English,Private tenancy,2021-09-16,Active,,641.25,1,2,21
C-31184,Ash Hill,3,45-59,English,Resident with family,2022-03-11,Active,,714.24,0,3,17
C-31185,Calder Central,1,60-74,English,Private tenancy,2024-05-12,Active,,728.94,3,4,19
C-31186,Weybridge,2,30-44,English,Social tenancy,2021-12-14,Active,,725.61,1,2,10
C-31187,Weybridge,2,60-74,Spanish,No fixed abode,2022-08-08,Active,,894.61,2,3,9
C-31188,Weybridge,2,30-44,English,Private tenancy,2024-10-05,Active,,947.84,1,1,20
C-31189,Northgate,1,30-44,English,Owner-occupier,2023-01-11,Active,,608.46,0,1,22
C-31190,Ash Hill,3,30-44,English,Private tenancy,2024-08-29,Active,,603.95,0,2,15
C-31191,Ash Hill,2,18-29,English,No fixed abode,2024-04-02,Active,,708.82,1,2,15
C-31192,Northgate,2,60-74,English,Resident with family,2022-07-22,Suspended,,822.13,1,2,18
C-31193,Northgate,4,75+,English,Resident with family,2023-01-10,Active,,1441.26,1,1,8
C-31194,Calder Central,1,30-44,Other,No fixed abode,2022-04-01,Active,,702.5,1,5,17
C-31195,Calder Central,2,75+,English,Private tenancy,2022-08-30,Active,,956.58,0,2,13
C-31196,Northgate,5,45-59,English,Resident with family,2021-02-16,Active,,1602.07,0,1,15
C-31197,Ash Hill,1,30-44,English,Private tenancy,2021-12-28,Active,,653.58,0,1,3
C-31198,Weybridge,2,30-44,English,Private tenancy,2023-06-27,Active,,651.7,1,3,1
C-31199,Weybridge,1,30-44,English,Private tenancy,2022-02-28,Active,,615.54,0,2,7
C-31200,Calder Central,1,60-74,English,Social tenancy,2022-06-05,Active,,389.31,1,0,4
C-31201,Ash Hill,1,30-44,Spanish,Social tenancy,2025-04-01,Active,,596.18,1,3,6
C-31202,Weybridge,1,60-74,English,Resident with family,2022-01-30,Active,,417.36,1,0,17
C-31203,Ash Hill,3,60-74,English,No fixed abode,2025-06-15,Active,,686.93,0,3,2
C-31204,Calder Central,4,45-59,English,Private tenancy,2022-07-15,Active,,1114.69,0,1,7
C-31205,Calder Central,2,75+,English,Private tenancy,2022-02-28,Active,,622.17,1,3,23
C-31206,Weybridge,1,45-59,English,Social tenancy,2024-10-25,Active,,463.94,0,0,1
C-31207,Calder Central,1,30-44,English,No fixed abode,2024-11-30,Active,,754.31,1,0,16
C-31208,Ash Hill,2,30-44,English,Private tenancy,2023-01-02,Active,,627.12,1,5,14
C-31209,Northgate,1,60-74,Other,No fixed abode,2022-06-13,Active,,708.08,3,2,14
C-31210,Calder Central,6,30-44,English,Private tenancy,2023-11-23,Active,,1461.78,0,3,16
C-31211,Weybridge,4,60-74,Spanish,Social tenancy,2024-05-25,Active,,1037.38,1,5,5
C-31212,Weybridge,2,60-74,Other,Owner-occupier,2023-02-28,Active,,652.33,2,6,1
C-31213,Calder Central,2,45-59,English,No fixed abode,2023-10-09,Active,,905.02,0,1,15
C-31214,Ash Hill,2,30-44,English,Resident with family,2021-09-05,Active,,806.0,0,2,13
C-31215,Ash Hill,6,45-59,English,No fixed abode,2025-04-30,Active,,1179.99,0,0,23
C-31216,Calder Central,6,30-44,English,Owner-occupier,2024-10-22,Active,,1495.88,0,1,13
C-31217,Ash Hill,2,75+,Spanish,Owner-occupier,2021-07-11,Active,,659.78,2,3,7
C-31218,Weybridge,1,30-44,English,Social tenancy,2023-04-12,Active,,392.76,2,2,20
C-31219,Ash Hill,4,75+,English,Owner-occupier,2022-03-11,Active,,821.38,3,1,21
C-31220,Northgate,3,45-59,English,Social tenancy,2022-04-07,Active,,877.15,0,1,2
C-31221,Northgate,1,30-44,Spanish,Owner-occupier,2023-05-25,Closed,2025-10,509.34,4,3,22
C-31222,Northgate,2,45-59,English,Social tenancy,2021-01-11,Active,,932.52,0,1,15
C-31223,Weybridge,2,60-74,English,Social tenancy,2025-08-11,Active,,621.53,0,4,22
C-31224,Northgate,1,60-74,English,No fixed abode,2021-03-31,Active,,483.88,1,4,7
C-31225,Calder Central,3,75+,English,Owner-occupier,2025-08-01,Active,,605.77,1,2,16
C-31226,Calder Central,2,18-29,English,Private tenancy,2025-01-26,Active,,636.73,0,0,12
C-31227,Weybridge,1,75+,Spanish,Social tenancy,2022-12-22,Active,,666.66,4,8,20
C-31228,Calder Central,4,18-29,Spanish,No fixed abode,2021-07-25,Closed,2025-07,1210.55,1,3,13
C-31229,Calder Central,5,30-44,Spanish,Social tenancy,2025-01-25,Active,,1444.78,2,5,19
C-31230,Weybridge,1,45-59,English,Private tenancy,2023-03-09,Active,,416.22,1,1,5
C-31231,Northgate,1,18-29,Spanish,Resident with family,2022-01-23,Closed,2025-10,690.61,1,3,14
C-31232,Northgate,4,60-74,English,Owner-occupier,2021-04-28,Active,,817.06,1,2,9
C-31233,Northgate,3,45-59,English,No fixed abode,2023-11-09,Active,,1152.07,1,4,8
C-31234,Northgate,1,45-59,English,Owner-occupier,2023-01-18,Active,,404.26,3,0,1
C-31235,Weybridge,5,45-59,English,Private tenancy,2023-10-11,Active,,1032.79,0,3,16
C-31236,Northgate,4,60-74,English,Owner-occupier,2023-03-31,Active,,987.86,2,2,7
C-31237,Calder Central,4,30-44,English,Private tenancy,2024-08-05,Active,,893.03,1,2,4
C-31238,Northgate,2,30-44,English,Resident with family,2023-06-22,Active,,809.3,0,1,9
C-31239,Calder Central,2,30-44,English,Private tenancy,2021-11-14,Active,,580.29,0,1,1
C-31240,Calder Central,4,45-59,English,Owner-occupier,2021-04-18,Active,,1147.12,0,1,5
C-31241,Weybridge,3,45-59,English,Private tenancy,2025-05-04,Active,,848.86,1,2,18
C-31242,Northgate,1,60-74,English,Social tenancy,2025-01-15,Active,,465.35,0,0,4
C-31243,Weybridge,1,30-44,English,Private tenancy,2022-01-03,Active,,733.16,0,1,2
C-31244,Weybridge,2,45-59,Spanish,No fixed abode,2021-05-14,Active,,713.09,1,6,16
C-31245,Calder Central,1,45-59,English,No fixed abode,2024-12-20,Active,,758.4,0,0,6
C-31246,Calder Central,2,18-29,English,Owner-occupier,2022-08-22,Active,,737.97,2,1,16
C-31247,Calder Central,5,60-74,English,No fixed abode,2022-12-25,Active,,1449.48,0,1,4
C-31248,Calder Central,2,75+,Other,Private tenancy,2023-09-09,Active,,978.86,2,6,17
C-31249,Northgate,1,75+,English,Social tenancy,2023-06-25,Active,,633.62,0,0,3
C-31250,Calder Central,1,60-74,English,Social tenancy,2024-10-08,Suspended,,558.77,2,3,23
C-31251,Northgate,1,60-74,Spanish,Social tenancy,2021-05-02,Closed,2025-10,397.67,2,7,12
C-31252,Weybridge,2,30-44,Other,Social tenancy,2022-10-15,Active,,781.12,1,3,16
C-31253,Northgate,5,18-29,English,Private tenancy,2024-01-04,Active,,1112.93,2,2,21
C-31254,Northgate,1,75+,English,Resident with family,2021-07-24,Active,,519.33,0,2,2
C-31255,Weybridge,3,30-44,Other,No fixed abode,2023-11-23,Active,,1136.45,1,4,9
C-31256,Weybridge,1,18-29,English,Social tenancy,2021-05-21,Active,,681.26,1,2,16
C-31257,Weybridge,4,30-44,English,Owner-occupier,2022-02-07,Active,,1294.63,1,0,23
C-31258,Calder Central,3,30-44,English,Social tenancy,2024-08-20,Active,,1138.29,0,0,3
C-31259,Calder Central,3,30-44,English,Private tenancy,2021-09-13,Active,,654.32,1,3,5
C-31260,Ash Hill,4,45-59,English,Social tenancy,2022-05-20,Active,,885.3,0,1,23
C-31261,Weybridge,1,45-59,English,Owner-occupier,2022-10-13,Suspended,,523.59,2,0,6
C-31262,Northgate,2,60-74,Spanish,No fixed abode,2024-10-21,Active,,710.01,3,3,17
C-31263,Ash Hill,1,30-44,English,Owner-occupier,2022-07-26,Active,,467.05,0,2,8
C-31264,Northgate,3,75+,English,Private tenancy,2025-02-14,Active,,823.54,0,3,6
C-31265,Calder Central,1,18-29,English,Resident with family,2021-09-06,Active,,692.24,0,2,17
C-31266,Northgate,4,60-74,English,Private tenancy,2024-10-13,Active,,1045.48,0,3,5
C-31267,Northgate,1,60-74,Other,Resident with family,2025-01-17,Active,,694.77,2,4,19
C-31268,Calder Central,3,30-44,English,Social tenancy,2021-03-04,Active,,826.52,1,3,11
C-31269,Northgate,5,30-44,English,Resident with family,2021-06-14,Active,,923.39,1,3,22
C-31270,Calder Central,1,18-29,English,Social tenancy,2025-01-02,Active,,751.31,1,4,17
C-31271,Northgate,2,75+,English,No fixed abode,2023-08-31,Active,,751.55,0,2,7
C-31272,Calder Central,6,45-59,Spanish,Resident with family,2024-08-18,Active,,1658.47,2,4,16
C-31273,Calder Central,5,60-74,English,Private tenancy,2023-06-28,Active,,1369.18,0,1,9
C-31274,Northgate,1,18-29,English,Social tenancy,2023-08-26,Active,,693.83,0,2,3
C-31275,Northgate,4,60-74,Spanish,No fixed abode,2021-12-03,Active,,1116.71,1,7,1
C-31276,Ash Hill,4,75+,English,Social tenancy,2024-09-07,Suspended,,835.21,0,0,18
C-31277,Northgate,2,30-44,English,No fixed abode,2021-04-14,Active,,858.53,0,2,19
C-31278,Northgate,1,75+,Other,No fixed abode,2022-08-07,Active,,416.33,3,5,13
C-31279,Calder Central,1,18-29,Spanish,Private tenancy,2021-10-15,Active,,762.01,3,3,16
C-31280,Ash Hill,5,18-29,English,Owner-occupier,2023-05-30,Active,,939.01,0,4,19
C-31281,Weybridge,3,75+,Spanish,Social tenancy,2025-05-04,Active,,976.42,0,4,6
C-31282,Northgate,4,18-29,English,Private tenancy,2021-10-04,Active,,1042.86,1,2,19
C-31283,Weybridge,4,75+,English,Owner-occupier,2025-05-23,Active,,1210.05,1,1,23
C-31284,Northgate,3,18-29,English,Private tenancy,2022-11-26,Active,,1163.1,1,2,4
C-31285,Calder Central,1,45-59,Other,Owner-occupier,2022-10-15,Active,,497.54,2,6,21
C-31286,Northgate,3,30-44,Spanish,Owner-occupier,2023-09-24,Active,,715.84,2,5,7
C-31287,Calder Central,4,45-59,English,Resident with family,2024-03-31,Suspended,,1194.31,1,1,22
C-31288,Northgate,3,30-44,English,No fixed abode,2021-04-11,Active,,1005.26,1,0,22
C-31289,Northgate,2,30-44,English,Social tenancy,2024-03-09,Active,,752.31,2,4,17
C-31290,Northgate,2,30-44,English,Social tenancy,2022-03-06,Active,,882.03,0,1,22
C-31291,Weybridge,1,45-59,English,Resident with family,2021-11-23,Active,,561.15,1,4,22
C-31292,Calder Central,3,45-59,Spanish,Social tenancy,2022-08-27,Active,,690.07,2,2,4
C-31293,Northgate,1,60-74,English,Resident with family,2022-10-15,Active,,703.1,0,1,0
C-31294,Northgate,3,60-74,English,Social tenancy,2021-02-16,Active,,606.26,1,1,8
C-31295,Calder Central,1,60-74,English,Resident with family,2023-05-16,Active,,643.13,1,1,8
C-31296,Weybridge,2,60-74,English,Social tenancy,2024-07-30,Active,,531.24,0,2,14
C-31297,Calder Central,3,45-59,English,Social tenancy,2023-08-11,Active,,817.07,0,1,12
C-31298,Ash Hill,4,30-44,Spanish,Private tenancy,2022-09-16,Active,,746.45,3,5,8
C-31299,Northgate,3,45-59,Spanish,No fixed abode,2022-01-08,Active,,1116.3,2,3,4
C-31300,Ash Hill,3,30-44,Spanish,Owner-occupier,2022-05-11,Active,,682.61,2,4,22
C-31301,Northgate,2,45-59,English,Social tenancy,2023-09-12,Active,,984.51,0,2,16
C-31302,Northgate,3,45-59,English,Resident with family,2022-08-01,Active,,824.26,1,3,3
C-31303,Northgate,3,18-29,Other,No fixed abode,2021-08-30,Active,,748.68,2,5,21
C-31304,Ash Hill,1,60-74,Spanish,Resident with family,2022-07-10,Active,,693.87,1,3,11
C-31305,Calder Central,4,30-44,English,Owner-occupier,2021-12-07,Active,,1424.47,0,2,22
C-31306,Ash Hill,1,18-29,English,Resident with family,2021-05-30,Active,,533.12,0,1,15
C-31307,Northgate,4,30-44,English,Owner-occupier,2023-09-24,Active,,1030.62,0,3,18
C-31308,Ash Hill,3,45-59,English,No fixed abode,2024-08-26,Active,,633.62,1,2,16
C-31309,Weybridge,3,45-59,English,Resident with family,2022-06-21,Suspended,,784.66,1,1,21
C-31310,Calder Central,1,30-44,English,Owner-occupier,2023-03-28,Active,,401.38,0,1,13
C-31311,Weybridge,3,60-74,English,No fixed abode,2021-06-05,Active,,968.08,0,0,13
C-31312,Weybridge,2,18-29,English,Social tenancy,2022-12-17,Active,,579.53,2,3,1
C-31313,Ash Hill,1,60-74,Spanish,Resident with family,2021-10-11,Suspended,,394.08,2,2,15
C-31314,Northgate,1,45-59,English,Private tenancy,2023-01-23,Active,,416.81,1,2,13
C-31315,Ash Hill,3,45-59,Spanish,Owner-occupier,2021-07-17,Active,,1090.6,1,6,23
C-31316,Calder Central,2,45-59,Spanish,Social tenancy,2022-11-20,Active,,808.81,1,4,14
C-31317,Calder Central,4,45-59,English,Resident with family,2024-02-11,Active,,1023.91,2,0,2
C-31318,Calder Central,1,18-29,English,Private tenancy,2024-08-30,Active,,731.64,0,3,7
C-31319,Ash Hill,3,75+,English,No fixed abode,2022-05-15,Suspended,,917.74,2,2,9
C-31320,Calder Central,2,30-44,English,Social tenancy,2023-03-22,Active,,674.67,0,2,20
C-31321,Calder Central,3,45-59,English,Social tenancy,2025-06-04,Active,,974.37,1,1,22
C-31322,Weybridge,5,30-44,English,Social tenancy,2022-10-27,Active,,1079.59,2,0,6
C-31323,Weybridge,1,18-29,Other,Owner-occupier,2021-06-11,Active,,391.7,3,4,7
C-31324,Weybridge,2,75+,English,No fixed abode,2023-06-06,Closed,2025-11,954.01,1,2,12
C-31325,Calder Central,6,30-44,English,Owner-occupier,2024-01-16,Active,,907.03,2,1,14
C-31326,Ash Hill,1,18-29,English,Resident with family,2022-07-10,Active,,427.71,0,0,21
C-31327,Ash Hill,2,18-29,English,Owner-occupier,2022-02-03,Active,,862.77,1,1,16
C-31328,Northgate,1,45-59,English,Owner-occupier,2024-03-19,Active,,626.18,1,3,18
C-31329,Calder Central,3,45-59,Other,Social tenancy,2024-08-16,Active,,748.94,2,6,9
C-31330,Northgate,1,45-59,Spanish,No fixed abode,2023-11-22,Active,,704.0,4,8,23
C-31331,Northgate,1,60-74,English,Social tenancy,2024-10-26,Suspended,,754.24,0,2,4
C-31332,Calder Central,3,45-59,English,No fixed abode,2024-05-25,Active,,836.71,1,3,7
C-31333,Ash Hill,2,45-59,English,Private tenancy,2021-01-13,Closed,2025-12,770.7,0,0,22
C-31334,Calder Central,4,18-29,Spanish,Private tenancy,2022-12-14,Active,,1227.26,2,2,7
C-31335,Northgate,1,30-44,English,Resident with family,2024-10-31,Active,,429.65,2,2,15
C-31336,Calder Central,3,18-29,Other,Private tenancy,2022-02-10,Active,,675.14,1,5,9
C-31337,Weybridge,1,75+,English,Resident with family,2022-11-04,Active,,581.02,1,2,3
C-31338,Ash Hill,1,75+,Other,No fixed abode,2021-03-05,Active,,535.24,1,4,5
C-31339,Ash Hill,1,75+,English,No fixed abode,2025-02-01,Active,,762.49,1,1,3
C-31340,Weybridge,1,30-44,English,Resident with family,2024-04-19,Active,,424.99,0,2,9
C-31341,Calder Central,1,45-59,English,Owner-occupier,2021-08-29,Active,,643.0,0,1,7
C-31342,Calder Central,3,45-59,English,No fixed abode,2024-04-06,Suspended,,741.99,0,0,8
C-31343,Northgate,4,45-59,English,Social tenancy,2022-04-29,Active,,1149.12,1,1,1
C-31344,Calder Central,5,18-29,English,Resident with family,2025-02-23,Closed,2025-12,927.17,1,2,21
C-31345,Weybridge,4,18-29,Spanish,Social tenancy,2024-09-14,Active,,1171.36,3,2,23
C-31346,Weybridge,4,60-74,English,Resident with family,2021-11-07,Active,,1198.4,1,4,22
C-31347,Weybridge,3,45-59,Spanish,Owner-occupier,2023-12-16,Active,,924.18,2,4,9
C-31348,Weybridge,3,60-74,English,Private tenancy,2024-04-10,Active,,1055.38,2,5,0
C-31349,Weybridge,2,30-44,Other,No fixed abode,2025-04-18,Closed,2025-07,736.34,2,4,16
C-31350,Ash Hill,6,18-29,English,Owner-occupier,2021-06-30,Active,,1015.07,1,1,15
C-31351,Northgate,4,30-44,English,Private tenancy,2023-06-25,Active,,1114.57,3,2,2
C-31352,Weybridge,5,60-74,Other,Private tenancy,2024-11-29,Active,,1331.58,1,4,18
C-31353,Weybridge,3,30-44,English,No fixed abode,2022-08-13,Active,,994.52,1,3,4
C-31354,Calder Central,2,60-74,Spanish,Private tenancy,2022-10-17,Active,,1003.14,2,3,16
C-31355,Northgate,3,60-74,English,No fixed abode,2022-11-04,Active,,1002.06,1,3,3
C-31356,Calder Central,1,75+,Other,Resident with family,2025-02-01,Suspended,,380.51,1,7,6
C-31357,Calder Central,1,45-59,English,No fixed abode,2023-02-03,Active,,442.99,0,1,17
C-31358,Ash Hill,2,75+,Other,Social tenancy,2023-01-03,Active,,1020.62,2,4,22
C-31359,Northgate,3,60-74,English,Resident with family,2021-05-03,Active,,806.78,1,4,10
C-31360,Calder Central,1,30-44,Spanish,Resident with family,2022-10-12,Closed,2025-11,571.15,2,4,10
C-31361,Calder Central,4,75+,English,Owner-occupier,2023-07-13,Active,,1128.58,0,2,11
C-31362,Calder Central,2,45-59,Spanish,Resident with family,2022-07-25,Active,,1022.27,3,4,19
C-31363,Northgate,4,45-59,English,Resident with family,2023-07-16,Closed,2025-08,1272.29,2,3,21
