case_id,risk_score,final_risk_score,payment_adjustments,contact_attempts,administrative_activity_flag,administrative_context,investigator_context
C-32524,11.88,11.88,2,0,0,,No strong administrative-activity warning detected.
C-32211,11.88,11.88,0,1,0,,No strong administrative-activity warning detected.
C-33744,11.87,11.87,2,7,1,7 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-33855,11.87,11.87,0,2,0,,No strong administrative-activity warning detected.
C-31262,11.87,11.87,3,3,0,,No strong administrative-activity warning detected.
C-32659,11.87,11.87,2,4,0,,No strong administrative-activity warning detected.
C-33728,11.87,11.87,4,2,1,4 payment adjustments,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-33647,11.86,11.86,0,2,0,,No strong administrative-activity warning detected.
C-32153,11.86,11.86,0,3,0,,No strong administrative-activity warning detected.
C-33288,11.86,11.86,0,0,0,,No strong administrative-activity warning detected.
C-33775,11.86,11.86,1,2,0,,No strong administrative-activity warning detected.
C-33296,11.86,11.86,0,4,0,,No strong administrative-activity warning detected.
C-32392,11.86,11.86,1,1,0,,No strong administrative-activity warning detected.
C-31252,11.86,11.86,1,3,0,,No strong administrative-activity warning detected.
C-30551,11.86,11.86,0,1,0,,No strong administrative-activity warning detected.
C-32312,11.86,11.86,3,4,0,,No strong administrative-activity warning detected.
C-32901,11.86,11.86,1,3,0,,No strong administrative-activity warning detected.
C-33312,11.85,11.85,2,4,0,,No strong administrative-activity warning detected.
C-30145,11.85,11.85,1,4,0,,No strong administrative-activity warning detected.
C-31910,11.85,11.85,0,3,0,,No strong administrative-activity warning detected.
C-31099,11.85,11.85,3,4,0,,No strong administrative-activity warning detected.
C-30020,11.85,11.85,1,5,0,,No strong administrative-activity warning detected.
C-33382,11.85,11.85,0,3,0,,No strong administrative-activity warning detected.
C-30602,11.85,11.85,2,4,0,,No strong administrative-activity warning detected.
C-31760,11.84,11.84,0,0,0,,No strong administrative-activity warning detected.
C-31785,11.84,11.84,0,3,0,,No strong administrative-activity warning detected.
C-32854,11.84,11.84,2,2,0,,No strong administrative-activity warning detected.
C-32154,11.84,11.84,0,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-30306,11.84,11.84,3,5,0,,No strong administrative-activity warning detected.
C-31808,11.83,11.83,0,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-32970,11.83,11.83,2,2,0,,No strong administrative-activity warning detected.
C-32510,11.83,11.83,0,1,0,,No strong administrative-activity warning detected.
C-30949,11.83,11.83,0,0,0,,No strong administrative-activity warning detected.
C-31335,11.83,11.83,2,2,0,,No strong administrative-activity warning detected.
C-31712,11.82,11.82,1,1,0,,No strong administrative-activity warning detected.
C-30642,11.82,11.82,1,1,0,,No strong administrative-activity warning detected.
C-31234,11.82,11.82,3,0,0,,No strong administrative-activity warning detected.
C-31314,11.82,11.82,1,2,0,,No strong administrative-activity warning detected.
C-31574,11.82,11.82,1,2,0,,No strong administrative-activity warning detected.
C-33046,11.82,11.82,1,3,0,,No strong administrative-activity warning detected.
C-32996,11.82,11.82,2,1,0,,No strong administrative-activity warning detected.
C-33717,11.82,11.82,0,2,0,,No strong administrative-activity warning detected.
C-32156,11.82,11.82,1,1,0,,No strong administrative-activity warning detected.
C-34174,11.81,11.81,0,1,0,,No strong administrative-activity warning detected.
C-33575,11.81,11.81,2,2,0,,No strong administrative-activity warning detected.
C-31322,11.81,11.81,2,0,0,,No strong administrative-activity warning detected.
C-30907,11.81,11.81,2,3,0,,No strong administrative-activity warning detected.
C-33157,11.81,11.81,1,3,0,,No strong administrative-activity warning detected.
C-30423,11.8,11.8,1,2,0,,No strong administrative-activity warning detected.
C-33306,11.8,11.8,1,0,0,,No strong administrative-activity warning detected.
C-30935,11.8,11.8,1,4,0,,No strong administrative-activity warning detected.
C-32989,11.8,11.8,0,0,0,,No strong administrative-activity warning detected.
C-30370,11.79,11.79,0,1,0,,No strong administrative-activity warning detected.
C-33397,11.79,11.79,2,4,0,,No strong administrative-activity warning detected.
C-33410,11.79,11.79,0,1,0,,No strong administrative-activity warning detected.
C-31587,11.79,11.79,3,2,0,,No strong administrative-activity warning detected.
C-31523,11.78,11.78,0,4,0,,No strong administrative-activity warning detected.
C-31933,11.78,11.78,2,5,0,,No strong administrative-activity warning detected.
C-33950,11.78,11.78,1,7,1,7 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-31076,11.78,11.78,0,1,0,,No strong administrative-activity warning detected.
C-30229,11.78,11.78,1,3,0,,No strong administrative-activity warning detected.
C-32232,11.78,11.78,0,2,0,,No strong administrative-activity warning detected.
C-32281,11.78,11.78,2,2,0,,No strong administrative-activity warning detected.
C-34194,11.78,11.78,0,2,0,,No strong administrative-activity warning detected.
C-34179,11.77,11.77,1,2,0,,No strong administrative-activity warning detected.
C-33683,11.77,11.77,1,2,0,,No strong administrative-activity warning detected.
C-32734,11.77,11.77,0,1,0,,No strong administrative-activity warning detected.
C-33706,11.77,11.77,2,1,0,,No strong administrative-activity warning detected.
C-33129,11.77,11.77,1,0,0,,No strong administrative-activity warning detected.
C-31768,11.77,11.77,1,0,0,,No strong administrative-activity warning detected.
C-31524,11.76,11.76,0,2,0,,No strong administrative-activity warning detected.
C-31181,11.75,11.75,0,3,0,,No strong administrative-activity warning detected.
C-31022,11.75,11.75,4,3,1,4 payment adjustments,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-30843,11.75,11.75,1,0,0,,No strong administrative-activity warning detected.
C-32114,11.75,11.75,0,4,0,,No strong administrative-activity warning detected.
C-30795,11.75,11.75,2,0,0,,No strong administrative-activity warning detected.
C-31508,11.74,11.74,2,3,0,,No strong administrative-activity warning detected.
C-31777,11.74,11.74,0,3,0,,No strong administrative-activity warning detected.
C-30289,11.74,11.74,4,6,1,4 payment adjustments and 6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-32716,11.73,11.73,2,0,0,,No strong administrative-activity warning detected.
C-33018,11.73,11.73,0,2,0,,No strong administrative-activity warning detected.
C-31929,11.73,11.73,3,1,0,,No strong administrative-activity warning detected.
C-32093,11.73,11.73,4,3,1,4 payment adjustments,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-31719,11.73,11.73,1,4,0,,No strong administrative-activity warning detected.
C-31642,11.73,11.73,2,3,0,,No strong administrative-activity warning detected.
C-30888,11.72,11.72,0,1,0,,No strong administrative-activity warning detected.
C-33842,11.72,11.72,1,2,0,,No strong administrative-activity warning detected.
C-34151,11.72,11.72,1,1,0,,No strong administrative-activity warning detected.
C-33623,11.72,11.72,2,0,0,,No strong administrative-activity warning detected.
C-30379,11.72,11.72,2,4,0,,No strong administrative-activity warning detected.
C-30184,11.72,11.72,2,4,0,,No strong administrative-activity warning detected.
C-31589,11.72,11.72,3,3,0,,No strong administrative-activity warning detected.
C-34163,11.72,11.72,0,3,0,,No strong administrative-activity warning detected.
C-31055,11.72,11.72,1,0,0,,No strong administrative-activity warning detected.
C-32126,11.71,11.71,0,2,0,,No strong administrative-activity warning detected.
C-32785,11.71,11.71,1,0,0,,No strong administrative-activity warning detected.
C-33906,11.71,11.71,1,0,0,,No strong administrative-activity warning detected.
C-33675,11.71,11.71,0,2,0,,No strong administrative-activity warning detected.
C-30097,11.7,11.7,3,4,0,,No strong administrative-activity warning detected.
C-30158,11.7,11.7,0,1,0,,No strong administrative-activity warning detected.
C-31269,11.7,11.7,1,3,0,,No strong administrative-activity warning detected.
C-33788,11.7,11.7,2,5,0,,No strong administrative-activity warning detected.
C-31128,11.7,11.7,0,0,0,,No strong administrative-activity warning detected.
C-31025,11.7,11.7,2,3,0,,No strong administrative-activity warning detected.
C-32758,11.7,11.7,0,3,0,,No strong administrative-activity warning detected.
C-32813,11.7,11.7,1,0,0,,No strong administrative-activity warning detected.
C-30842,11.7,11.7,0,3,0,,No strong administrative-activity warning detected.
C-30113,11.69,11.69,0,3,0,,No strong administrative-activity warning detected.
C-32626,11.69,11.69,2,5,0,,No strong administrative-activity warning detected.
C-31163,11.68,11.68,2,2,0,,No strong administrative-activity warning detected.
C-32555,11.67,11.67,2,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-31097,11.67,11.67,2,1,0,,No strong administrative-activity warning detected.
C-31394,11.67,11.67,1,3,0,,No strong administrative-activity warning detected.
C-32988,11.67,11.67,1,1,0,,No strong administrative-activity warning detected.
C-31192,11.66,11.66,1,2,0,,No strong administrative-activity warning detected.
C-30121,11.66,11.66,5,5,1,5 payment adjustments,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-32410,11.65,11.65,2,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-34049,11.65,11.65,1,2,0,,No strong administrative-activity warning detected.
C-32591,11.65,11.65,0,4,0,,No strong administrative-activity warning detected.
C-32733,11.65,11.65,0,3,0,,No strong administrative-activity warning detected.
C-31029,11.65,11.65,0,0,0,,No strong administrative-activity warning detected.
C-33609,11.65,11.65,0,0,0,,No strong administrative-activity warning detected.
C-32440,11.65,11.65,2,5,0,,No strong administrative-activity warning detected.
C-33863,11.65,11.65,0,3,0,,No strong administrative-activity warning detected.
C-30796,11.65,11.65,1,1,0,,No strong administrative-activity warning detected.
C-31287,11.64,11.64,1,1,0,,No strong administrative-activity warning detected.
C-30671,11.64,11.64,0,2,0,,No strong administrative-activity warning detected.
C-33262,11.64,11.64,0,2,0,,No strong administrative-activity warning detected.
C-32394,11.64,11.64,2,5,0,,No strong administrative-activity warning detected.
C-31304,11.64,11.64,1,3,0,,No strong administrative-activity warning detected.
C-31727,11.63,11.63,0,1,0,,No strong administrative-activity warning detected.
C-31558,11.63,11.63,0,0,0,,No strong administrative-activity warning detected.
C-32889,11.62,11.62,0,1,0,,No strong administrative-activity warning detected.
C-31709,11.62,11.62,1,1,0,,No strong administrative-activity warning detected.
C-32869,11.62,11.62,2,1,0,,No strong administrative-activity warning detected.
C-30558,11.61,11.61,0,2,0,,No strong administrative-activity warning detected.
C-33390,11.61,11.61,2,5,0,,No strong administrative-activity warning detected.
C-30538,11.61,11.61,0,0,0,,No strong administrative-activity warning detected.
C-31948,11.61,11.61,3,2,0,,No strong administrative-activity warning detected.
C-30146,11.61,11.61,2,5,0,,No strong administrative-activity warning detected.
C-31740,11.61,11.61,1,0,0,,No strong administrative-activity warning detected.
C-33131,11.61,11.61,1,0,0,,No strong administrative-activity warning detected.
C-31907,11.6,11.6,2,2,0,,No strong administrative-activity warning detected.
C-33202,11.6,11.6,2,1,0,,No strong administrative-activity warning detected.
C-32349,11.6,11.6,1,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-30993,11.6,11.6,1,1,0,,No strong administrative-activity warning detected.
C-30092,11.59,11.59,0,3,0,,No strong administrative-activity warning detected.
C-32680,11.59,11.59,0,2,0,,No strong administrative-activity warning detected.
C-33430,11.59,11.59,0,1,0,,No strong administrative-activity warning detected.
C-33552,11.59,11.59,1,3,0,,No strong administrative-activity warning detected.
C-32233,11.58,11.58,1,3,0,,No strong administrative-activity warning detected.
C-33815,11.58,11.58,2,2,0,,No strong administrative-activity warning detected.
C-32259,11.58,11.58,0,3,0,,No strong administrative-activity warning detected.
C-31281,11.57,11.57,0,4,0,,No strong administrative-activity warning detected.
C-31562,11.57,11.57,2,4,0,,No strong administrative-activity warning detected.
